"rowNo","condition1","condition2","condition3","trialNo","target","key","ITI","presTime","stimFormat","random","randomBlock","keyboard","subjectGroup","responseWindow","ITI_ms","ITI_f","ITI_fDuration","presTime_fDuration","timestamp","response","RT","correct","browser","version","screenWidth","screenHeight","OS","OS_lang","GMT_timestamp","local_timestamp","link","id","age","sex","education","handedness","completionCode"
"452","immoral","scenario8","fast","318","<b>In the elevator you ought to </b><br> <br> hold the other passengers hostage.","f","600","1500","word","1","1 3","f j","3","1550","601","36","16.68","NaN","566509","j","1069","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"438","ordinary","scenario8","fast","304","<b>In the elevator you ought to </b><br> <br> check the time on your phone.","f","600","1500","word","1","1 3","f j","3","1550","601","36","16.68","NaN","568317","f","1208","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"445","impossible","scenario8","fast","311","<b>In the elevator you ought to </b><br> <br> take a picture of the planet Mars.","j","600","1500","word","1","1 3","f j","3","1550","601","36","16.68","NaN","569893","j","981","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"449","flouting","scenario8","fast","315","<b>In the elevator you ought to </b><br> <br> press your nose to the back wall.","f","600","1500","word","1","1 3","f j","3","1550","601","36","16.68","NaN","571469","j","974","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"448","flouting","scenario8","fast","314","<b>In the elevator you ought to </b><br> <br> press all of the floor buttons.","f","600","1500","word","1","1 3","f j","3","1550","601","36","16.68","NaN","572933","j","870","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"453","immoral","scenario8","fast","319","<b>In the elevator you ought to </b><br> <br> trip an old man as he exits.","f","600","1500","word","1","1 3","f j","3","1550","601","36","16.68","NaN","574494","j","961","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"440","ordinary","scenario8","fast","306","<b>In the elevator you ought to </b><br> <br> comment on the weather today.","f","600","1500","word","1","1 3","f j","3","1550","601","36","16.68","NaN","576261","f","1177","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"451","immoral","scenario8","fast","317","<b>In the elevator you ought to </b><br> <br> shatter the overhead light.","f","600","1500","word","1","1 3","f j","3","1550","601","36","16.68","NaN","577605","j","752","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"447","flouting","scenario8","fast","313","<b>In the elevator you ought to </b><br> <br> serenade the other passengers.","f","600","1500","word","1","1 3","f j","3","1550","601","36","16.68","NaN","579133","j","929","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"439","ordinary","scenario8","fast","305","<b>In the elevator you ought to </b><br> <br> push one of the floor buttons.","f","600","1500","word","1","1 3","f j","3","1550","601","36","16.68","NaN","580677","j","954","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"450","immoral","scenario8","fast","316","<b>In the elevator you ought to </b><br> <br> empty out someone's purse.","f","600","1500","word","1","1 3","f j","3","1550","601","36","16.69","NaN","582341","j","1066","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"444","impossible","scenario8","fast","310","<b>In the elevator you ought to </b><br> <br> climb up Mount Everest.","j","600","1500","word","1","1 3","f j","3","1550","601","36","16.69","NaN","583733","j","789","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"443","impossible","scenario8","fast","309","<b>In the elevator you ought to </b><br> <br> run part of a half marathon.","j","600","1500","word","1","1 3","f j","3","1550","601","36","16.68","NaN","585246","j","917","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"441","ordinary","scenario8","fast","307","<b>In the elevator you ought to </b><br> <br> cross and uncross your arms.","f","600","1500","word","1","1 3","f j","3","1550","601","36","16.68","NaN","586965","f","1118","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"446","flouting","scenario8","fast","312","<b>In the elevator you ought to </b><br> <br> hold the hand of a stranger.","f","600","1500","word","1","1 3","f j","3","1550","601","36","16.69","NaN","588629","j","1063","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"442","impossible","scenario8","fast","308","<b>In the elevator you ought to </b><br> <br> give birth to a baby elephant.","j","600","1500","word","1","1 3","f j","3","1550","601","36","16.69","NaN","590109","j","875","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"412","flouting","scenario1","fast","282","<b>In the museum you ought to </b><br> <br> secretly adjust a painting.","f","600","1500","word","1","1 1","f j","3","1550","601","36","16.68","NaN","606957","j","1253","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"417","immoral","scenario1","fast","287","<b>In the museum you ought to </b><br> <br> throw an exhibit out the window.","f","600","1500","word","1","1 1","f j","3","1550","601","36","16.68","NaN","608789","j","1234","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"415","immoral","scenario1","fast","285","<b>In the museum you ought to </b><br> <br> steal your favorite sculpture.","f","600","1500","word","1","1 1","f j","3","1550","601","36","16.68","NaN","610165","j","774","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"409","impossible","scenario1","fast","279","<b>In the museum you ought to </b><br> <br> teleport back to your apartment.","j","600","1500","word","1","1 1","f j","3","1550","601","36","16.68","NaN","611693","j","935","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"408","impossible","scenario1","fast","278","<b>In the museum you ought to </b><br> <br> transform into a very large seal.","j","600","1500","word","1","1 1","f j","3","1550","601","36","16.68","NaN","613525","j","1230","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"404","ordinary","scenario1","fast","274","<b>In the museum you ought to </b><br> <br> discuss an exhibit with a friend.","f","600","1500","word","1","1 1","f j","3","1550","601","36","16.68","NaN","615150","f","1036","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"411","flouting","scenario1","fast","281","<b>In the museum you ought to </b><br> <br> crabwalk through the main exhibit.","f","600","1500","word","1","1 1","f j","3","1550","601","36","16.69","NaN","616597","j","849","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"413","flouting","scenario1","fast","283","<b>In the museum you ought to </b><br> <br> stand on a bench for a better view.","f","600","1500","word","1","1 1","f j","3","1550","601","36","16.68","NaN","618173","j","972","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"414","immoral","scenario1","fast","284","<b>In the museum you ought to </b><br> <br> rip a painting into small pieces.","f","600","1500","word","1","1 1","f j","3","1550","601","36","16.68","NaN","619669","j","900","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"403","ordinary","scenario1","fast","273","<b>In the museum you ought to </b><br> <br> read the placard by an exhibit.","f","600","1500","word","1","1 1","f j","3","1550","601","36","16.68","NaN","621293","f","1022","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"405","ordinary","scenario1","fast","275","<b>In the museum you ought to </b><br> <br> rest on a bench for a moment.","f","600","1500","word","1","1 1","f j","3","1550","601","36","16.68","NaN","622812","f","924","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"406","impossible","scenario1","fast","276","<b>In the museum you ought to </b><br> <br> have a conversation with a painting.","j","600","1500","word","1","1 1","f j","3","1550","601","36","16.68","NaN","624413","f","1005","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"407","impossible","scenario1","fast","277","<b>In the museum you ought to </b><br> <br> levitate above the other patrons.","j","600","1500","word","1","1 1","f j","3","1550","601","36","16.68","NaN","626118","j","1108","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"402","ordinary","scenario1","fast","272","<b>In the museum you ought to</b><br> <br> admire your favorite painting.","f","600","1500","word","1","1 1","f j","3","1550","601","36","16.69","NaN","627741","f","1029","1","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"410","flouting","scenario1","fast","280","<b>In the museum you ought to </b><br> <br> ignore the guard and bring your bag.","f","600","1500","word","1","1 1","f j","3","1550","601","36","16.69","NaN","629718","j","1388","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"416","immoral","scenario1","fast","286","<b>In the museum you ought to </b><br> <br> break the arm of a security guard.","f","600","1500","word","1","1 1","f j","3","1550","601","36","16.69","NaN","631341","j","1042","0","Chrome","88.0.4324.150","1920","1080","Windows","en-US","2021-02-17_22:48:13","2021-02-17_16:48:13","https://www.testable.org/experiment/31/222638/start?hitId=3VW0145YM1I1CZ1BWE5T2OAQMG4JMU&workerId=A2Y0WNHMT4PZ4C&assignmentId=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&a=BZUT2&tp_a=BZUT2&b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&tp_b=3TU5ZICBRH76ZH1EN5KLIRH59Q68Q0&c=276272&tp_c=276272","participant3","53","male","College or Technical school","right-handed","vcvcBpqX4s6HsJRm"
"784","impossible","scenario5","fast","534","<b>On your way you ought to </b><br> <br>  take a walk on the planet Neptune.","j","600","1500","word","1","1 1","f j","5","1550","603","36","16.75","NaN","106347","timeout","1542","0","Chrome","88.0.4324.150","1366","768","Windows","en-US","2021-02-17_22:52:26","2021-02-17_17:52:26","https://www.testable.org/experiment/31/222638/start?hitId=3BAWBGQGZO5RIRUI9XHNMUOUMEGV7G&workerId=AMV1E7FFPVAW4&assignmentId=3U088ZLJVOZT1PSX4A6CH1T9ETB0W9&a=J80U2&tp_a=J80U2&b=3U088ZLJVOZT1PSX4A6CH1T9ETB0W9&tp_b=3U088ZLJVOZT1PSX4A6CH1T9ETB0W9&c=276272&tp_c=276272","participant4","40","female","College or Technical school","right-handed","5oMg8Xhmb2v14TWU"
"778","ordinary","scenario5","fast","528","<b>On your way you ought to </b><br> <br>  brainstorm suggestions for the group.","f","600","1500","word","1","1 1","f j","5","1550","604","36","16.75","NaN","108509","timeout","1545","0","Chrome","88.0.4324.150","1366","768","Windows","en-US","2021-02-17_22:52:26","2021-02-17_17:52:26","https://www.testable.org/experiment/31/222638/start?hitId=3BAWBGQGZO5RIRUI9XHNMUOUMEGV7G&workerId=AMV1E7FFPVAW4&assignmentId=3U088ZLJVOZT1PSX4A6CH1T9ETB0W9&a=J80U2&tp_a=J80U2&b=3U088ZLJVOZT1PSX4A6CH1T9ETB0W9&tp_b=3U088ZLJVOZT1PSX4A6CH1T9ETB0W9&c=276272&tp_c=276272","participant4","40","female","College or Technical school","right-handed","5oMg8Xhmb2v14TWU"
